"","index","Job Title","Salary Estimate","Rating","Company Name","City","State","Metro Area","Industry","Sector","Lower Salary","Upper Salary","Avg Salary(K)","cost.of.living"
"153",179,"Data Engineer","$59K-$110K (Glassdoor est.)",3.9,"Cogo Labs
3.9","Cambridge","MA","Boston","Internet","Information Technology",59,110,84.5,132.6
"154",180,"BI & Platform Analytics Manager","$85K-$134K (Glassdoor est.)",3.4,"Church & Dwight
3.4","Ewing","NJ","Trenton","Consumer Products Manufacturing","Manufacturing",85,134,109.5,104.3
"155",181,"Lead Data Scientist","$124K-$204K (Glassdoor est.)",3.6,"MassMutual
3.6","Boston","MA","Boston","Insurance Carriers","Insurance",124,204,164,132.6
"156",182,"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)","$131K-$207K (Glassdoor est.)",3.9,"Genentech
3.9","South San Francisco","CA","San Francisco","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",131,207,169,178.6
"157",183,"Senior Data Scientist","$110K-$174K (Glassdoor est.)",3.8,"Juniper Networks
3.8","Cupertino","CA","San Jose","Telecommunications Services","Telecommunications",110,174,142,173.5
"158",185,"Pricipal Scientist Molecular and cellular biologist","$52K-$101K (Glassdoor est.)",3.7,"Takeda Pharmaceuticals
3.7","Boston","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",52,101,76.5,132.6
"159",187,"Data Scientist (Actuary, FSA or ASA)","$81K-$133K (Glassdoor est.)",3.8,"Legal & General America
3.8","Frederick","MD","Hagerstown","Insurance Carriers","Insurance",81,133,107,99.7
"160",188,"Staff Data Scientist","$132K-$211K (Glassdoor est.)",3.5,"Western Digital
3.5","San Jose","CA","San Jose","Computer Hardware & Software","Information Technology",132,211,171.5,173.5
"161",190,"Senior Data Scientist / Machine Learning","$73K-$119K (Glassdoor est.)",3.9,"Health IQ
3.9","Dallas","TX","Dallas","Insurance Agencies & Brokerages","Insurance",73,119,96,98.5
"162",191,"Data Scientist - Health Data Analytics","$110K-$175K (Glassdoor est.)",4.2,"Nuna
4.2","San Francisco","CA","San Francisco","Enterprise Software & Network Solutions","Information Technology",110,175,142.5,178.6
"163",192,"Data Engineer 5 - Contract (Remote)","$74K-$140K (Glassdoor est.)",4.2,"The Church of Jesus Christ of Latter-day Saints
4.2","Riverton","UT","Salt Lake City","Religious Organizations","Non-Profit",74,140,107,105.9
"164",193,"Senior Scientist - Neuroscience","$100K-$190K (Glassdoor est.)",3.5,"Sunovion
3.5","Marlborough","MA","Worcester","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",100,190,145,113.2
"165",194,"Senior Data Analyst","$43K-$80K (Glassdoor est.)",2.9,"National Student Clearinghouse
2.9","Herndon","VA","Washington","Colleges & Universities","Education",43,80,61.5,120.1
"166",197,"Medical Lab Scientist","$17-$24 Per Hour(Glassdoor est.)",3.6,"Tower Health
3.6","West Reading","PA","Reading","Health Care Services & Hospitals","Health Care",35,49,42,96
"167",198,"Risk and Analytics IT, Data Scientist","$91K-$149K (Glassdoor est.)",2.7,"State of Wisconsin Investment Board
2.7","Madison","WI","Madison","Investment Banking & Asset Management","Finance",91,149,120,99.5
"168",199,"Scientist, Analytical Development","$42K-$82K (Glassdoor est.)",4.4,"Rubius Therapeutics
4.4","Cambridge","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",42,82,62,132.6
"169",200,"Senior Data Scientist","$116K-$185K (Glassdoor est.)",4,"Autodesk
4.0","San Francisco","CA","San Francisco","Computer Hardware & Software","Information Technology",116,185,150.5,178.6
"170",201,"Analytics Manager","$59K-$116K (Glassdoor est.)",4.3,"OneMagnify
4.3","Dearborn","MI","Detroit","Advertising & Marketing","Business Services",59,116,87.5,93.2
"171",202,"Data Engineer","$48K-$95K (Glassdoor est.)",4.2,"IZEA
4.2","Winter Park","FL","Orlando","Advertising & Marketing","Business Services",48,95,71.5,101.4
"172",203,"Digital Marketing & ECommerce Data Analyst","$31K-$72K (Glassdoor est.)",3.6,"Vionic Group
3.6","San Rafael","CA","San Francisco","Department, Clothing, & Shoe Stores","Retail",31,72,51.5,178.6
"173",204,"Sr. Scientist - Digital & Image Analysis/Computational Pathology","$105K-$198K (Glassdoor est.)",3.7,"Takeda Pharmaceuticals
3.7","San Diego","CA","San Diego","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",105,198,151.5,136.2
"174",205,"Senior Data Analyst","$55K-$100K (Glassdoor est.)",2.8,"Dodge Data & Analytics
2.8","Hamilton","NJ","Trenton","IT Services","Information Technology",55,100,77.5,104.3
"175",206,"Principal Scientist - Immunologist","$98K-$182K (Glassdoor est.)",3.7,"Takeda Pharmaceuticals
3.7","Boston","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",98,182,140,132.6
"176",207,"Senior Data Scientist","$73K-$124K (Glassdoor est.)",3.3,"Plymouth Rock Assurance
3.3","Woodbridge","NJ","New York","Insurance Carriers","Insurance",73,124,98.5,128
"177",208,"Principal Data Scientist with over 10 years experience","Employer Provided Salary:$200K-$250K",-1,"CA-One Tech Cloud","San Francisco","CA","San Francisco","IT Services","Information Technology",200,250,225,178.6
"178",209,"MED TECH/LAB SCIENTIST - LABORATORY","$21-$34 Per Hour(Glassdoor est.)",3.6,"Beebe Healthcare
3.6","Lewes","DE","Dover","Health Care Services & Hospitals","Health Care",43,70,56.5,101.3
"179",210,"Sr. Scientist, Quantitative Translational Sciences","$117K-$206K (Glassdoor est.)",3.7,"Takeda Pharmaceuticals
3.7","Boston","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",117,206,161.5,132.6
"180",211,"Sr. Data Scientist II","$111K-$183K (Glassdoor est.)",3.4,"Argo Group US
3.4","New York","NY","New York","Insurance Carriers","Insurance",111,183,147,128
"181",212,"Excel / VBA / SQL Data Analyst","$44K-$78K (Glassdoor est.)",4.1,"Associated Electric Cooperative
4.1","Springfield","MO","Springfield, MO","Energy","Oil, Gas, Energy & Utilities",44,78,61,86.7
"182",213,"Machine Learning Research Scientist","$81K-$159K (Glassdoor est.)",2.6,"Software Engineering Institute
2.6","Pittsburgh","PA","Pittsburgh","Colleges & Universities","Education",81,159,120,93.1
"183",215,"VP, Data Science","$83K-$166K (Glassdoor est.)",3.2,"PennyMac
3.2","Phoenix","AZ","Phoenix","Lending","Finance",83,166,124.5,104.3
"184",216,"Senior Data Scientist","$114K-$182K (Glassdoor est.)",3.9,"Zest AI
3.9","Burbank","CA","Los Angeles","Financial Analytics & Research","Finance",114,182,148,140.6
"185",217,"Radar Data Analyst","$42K-$76K (Glassdoor est.)",4.7,"DECISIVE ANALYTICS Corporation
4.7","Huntsville","AL","Huntsville, AL","Aerospace & Defense","Aerospace & Defense",42,76,59,91.3
"186",221,"PL Actuarial-Lead Data Scientist","$114K-$179K (Glassdoor est.)",3.7,"The Hanover Insurance Group
3.7","Worcester","MA","Worcester","Insurance Carriers","Insurance",114,179,146.5,113.2
"187",223,"PV Scientist","$60K-$123K (Glassdoor est.)",2.9,"Karyopharm Therapeutics Inc.
2.9","Newton","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",60,123,91.5,132.6
"188",224,"Senior Data & Machine Learning Scientist","$100K-$166K (Glassdoor est.)",3,"Tempus Labs
3.0","Chicago","IL","Chicago","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",100,166,133,100.1
"189",225,"Principal Data Scientist (Computational Chemistry)","$108K-$173K (Glassdoor est.)",4.7,"Recursion Pharmaceuticals
4.7","Salt Lake City","UT","Salt Lake City","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",108,173,140.5,105.9
"190",226,"Data Engineer","$48K-$93K (Glassdoor est.)",3.7,"P2 Energy Solutions
3.7","Lafayette","LA","Lafayette, LA","Computer Hardware & Software","Information Technology",48,93,70.5,89.6
"191",228,"Principal Scientist, Chemistry & Immunology","$54K-$115K (Glassdoor est.)",3.3,"Rochester Regional Health
3.3","Rochester","NY","Rochester, NY","Health Care Services & Hospitals","Health Care",54,115,84.5,96.6
"192",229,"Software Engineer - Data Visualization","$60K-$127K (Glassdoor est.)",4,"ClearEdge
4.0","Annapolis Junction","MD","Baltimore","Computer Hardware & Software","Information Technology",60,127,93.5,107
"193",230,"Scientist/Senior Scientist, Autoimmune","$90K-$179K (Glassdoor est.)",4.4,"Rubius Therapeutics
4.4","Cambridge","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",90,179,134.5,132.6
"194",233,"Staff Machine Learning Engineer","$138K-$224K (Glassdoor est.)",3.9,"Tapjoy
3.9","San Francisco","CA","San Francisco","Internet","Information Technology",138,224,181,178.6
"195",234,"Principal Scientist, Hematology","$54K-$115K (Glassdoor est.)",3.3,"Rochester Regional Health
3.3","Rochester","NY","Rochester, NY","Health Care Services & Hospitals","Health Care",54,115,84.5,96.6
"196",235,"Lead Data Engineer","$190K-$220K(Employer est.)",4.1,"Credit Sesame
4.1","Mountain View","CA","San Jose","Internet","Information Technology",190,220,205,173.5
"197",239,"Marketing Data Analyst","$35K-$62K (Glassdoor est.)",3.6,"San Manuel Casino
3.6","Highland","CA","Riverside","Gambling","Arts, Entertainment & Recreation",35,62,48.5,116.1
"198",240,"Medical Laboratory Scientist","$18-$25 Per Hour(Glassdoor est.)",4,"Texas Health Huguley Hospital
4.0","Burleson","TX","Dallas","Health Care Services & Hospitals","Health Care",37,52,44.5,98.5
"199",242,"R&D Specialist/ Food Scientist","$39K-$66K (Glassdoor est.)",2.4,"Teasdale Latin Foods
2.4","Hoopeston","IL","Danville, IL","Food & Beverage Manufacturing","Manufacturing",39,66,52.5,83.9
"200",243,"Senior Research Scientist-Machine Learning","$81K-$167K (Glassdoor est.)",2.6,"Software Engineering Institute
2.6","Pittsburgh","PA","Pittsburgh","Colleges & Universities","Education",81,167,124,93.1
"201",245,"Analytics Manager - Data Mart","$42K-$86K (Glassdoor est.)",3.5,"Central California Alliance for Health
3.5","Scotts Valley","CA","Santa Cruz","Health Care Services & Hospitals","Health Care",42,86,64,163.9
"202",246,"Sr. Data Engineer - Contract-to-Hire (Java)","$69K-$127K (Glassdoor est.)",3,"Pilot Flying J Travel Centers LLC
3.0","Knoxville","TN","Knoxville","Gas Stations","Retail",69,127,98,91.6
"203",247,"MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB","$21-$34 Per Hour(Glassdoor est.)",3.6,"Beebe Healthcare
3.6","Millville","DE","Salisbury","Health Care Services & Hospitals","Health Care",43,70,56.5,103.2
"204",248,"Food Scientist - Developer","$40K-$68K (Glassdoor est.)",3.3,"Palermo's Pizza
3.3","Milwaukee","WI","Milwaukee","Food & Beverage Manufacturing","Manufacturing",40,68,54,93.8
"205",250,"Staff Scientist-Downstream Process Development","$49K-$113K (Glassdoor est.)",2.7,"Advanced BioScience Laboratories
2.7","Rockville","MD","Washington","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",49,113,81,120.1
"206",251,"Sr. Data Engineer","$75K-$140K (Glassdoor est.)",3.4,"Echo Global Logistics
3.4","Chicago","IL","Chicago","Transportation Management","Transportation & Logistics",75,140,107.5,100.1
"207",253,"Data Scientist - Quantitative","$86K-$139K (Glassdoor est.)",3.8,"Truckstop.com
3.8","Chicago","IL","Chicago","Logistics & Supply Chain","Transportation & Logistics",86,139,112.5,100.1
"208",254,"Data Scientist","$66K-$112K (Glassdoor est.)",3.7,"Lockheed Martin
3.7","Herndon","VA","Washington","Aerospace & Defense","Aerospace & Defense",66,112,89,120.1
"209",255,"Senior Research Statistician- Data Scientist","$76K-$125K (Glassdoor est.)",4.8,"Acuity Insurance
4.8","Sheboygan","WI","Sheboygan","Insurance Carriers","Insurance",76,125,100.5,89.7
"210",256,"Business Data Analyst, SQL","$44K-$86K (Glassdoor est.)",3.8,"Fareportal
3.8","New York","NY","New York","Travel Agencies","Travel & Tourism",44,86,65,128
"211",257,"Medical Technologist / Clinical Laboratory Scientist","$15-$25 Per Hour(Glassdoor est.)",3.4,"Veterans Affairs, Veterans Health Administration
3.4","New Orleans","LA","New Orleans","Federal Agencies","Government",31,52,41.5,92.4
"212",258,"Data Scientist","$53K-$92K (Glassdoor est.)",4.3,"Credera
4.3","Dallas","TX","Dallas","Consulting","Business Services",53,92,72.5,98.5
"213",259,"Senior Data Analyst","$44K-$78K (Glassdoor est.)",4.8,"KnowBe4
4.8","Clearwater","FL","Tampa","Security Services","Business Services",44,78,61,101.4
"214",260,"BI & Platform Analytics Manager","$85K-$134K (Glassdoor est.)",3.4,"Church & Dwight
3.4","Ewing","NJ","Trenton","Consumer Products Manufacturing","Manufacturing",85,134,109.5,104.3
"215",262,"Data Engineer","$59K-$110K (Glassdoor est.)",3.9,"Cogo Labs
3.9","Cambridge","MA","Boston","Internet","Information Technology",59,110,84.5,132.6
"216",263,"Data Scientist","$64K-$111K (Glassdoor est.)",3.4,"Spectrum Communications and Consulting
3.4","Chicago","IL","Chicago","Advertising & Marketing","Business Services",64,111,87.5,100.1
"217",264,"Data Analyst","$65K-$120K (Glassdoor est.)",3.1,"NCSOFT
3.1","San Mateo","CA","San Francisco","Video Games","Media",65,120,92.5,178.6
"218",265,"Associate Data Scientist/Computer Scientist","$60K-$103K (Glassdoor est.)",3.2,"MITRE
3.2","McLean","VA","Washington","Federal Agencies","Government",60,103,81.5,120.1
"219",266,"Business Intelligence Analyst / Developer","$53K-$105K (Glassdoor est.)",4.3,"Dayton Freight Lines, Inc.
4.3","Dayton","OH","Dayton","Trucking","Transportation & Logistics",53,105,79,88.4
"220",267,"Lead Data Scientist","$124K-$204K (Glassdoor est.)",3.6,"MassMutual
3.6","Boston","MA","Boston","Insurance Carriers","Insurance",124,204,164,132.6
"221",268,"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)","$131K-$207K (Glassdoor est.)",3.9,"Genentech
3.9","South San Francisco","CA","San Francisco","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",131,207,169,178.6
"222",269,"Senior Data Scientist","$110K-$174K (Glassdoor est.)",3.8,"Juniper Networks
3.8","Cupertino","CA","San Jose","Telecommunications Services","Telecommunications",110,174,142,173.5
"223",270,"Data Analyst","$33K-$62K (Glassdoor est.)",2.8,"Community Action Partnership of San Luis Obispo
2.8","Parlier","CA","Fresno","Social Assistance","Non-Profit",33,62,47.5,105.9
"224",273,"Pricipal Scientist Molecular and cellular biologist","$52K-$101K (Glassdoor est.)",3.7,"Takeda Pharmaceuticals
3.7","Boston","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",52,101,76.5,132.6
"225",274,"Data Analyst","$48K-$90K (Glassdoor est.)",3.4,"TrueAccord
3.4","San Francisco","CA","San Francisco","Enterprise Software & Network Solutions","Information Technology",48,90,69,178.6
"226",275,"Data Analyst","$34K-$64K (Glassdoor est.)",4,"DRB Systems
4.0","Meridian","ID","Boise City","Computer Hardware & Software","Information Technology",34,64,49,100.3
"227",276,"Staff Data Scientist","$132K-$211K (Glassdoor est.)",3.5,"Western Digital
3.5","San Jose","CA","San Jose","Computer Hardware & Software","Information Technology",132,211,171.5,173.5
"228",277,"Data Scientist (Actuary, FSA or ASA)","$81K-$133K (Glassdoor est.)",3.8,"Legal & General America
3.8","Frederick","MD","Hagerstown","Insurance Carriers","Insurance",81,133,107,99.7
"229",278,"System and Data Analyst","$42K-$76K (Glassdoor est.)",3.7,"Corcentric
3.7","Cherry Hill","NJ","Philadelphia","Enterprise Software & Network Solutions","Information Technology",42,76,59,103.4
"230",281,"Data Scientist","$66K-$111K (Glassdoor est.)",3.5,"U.Group
3.5","Indianapolis","IN","Indianapolis","IT Services","Information Technology",66,111,88.5,90.2
"231",282,"Data Engineer 5 - Contract (Remote)","$74K-$140K (Glassdoor est.)",4.2,"The Church of Jesus Christ of Latter-day Saints
4.2","Riverton","UT","Salt Lake City","Religious Organizations","Non-Profit",74,140,107,105.9
"232",284,"Digital Health Data Scientist","$63K-$110K (Glassdoor est.)",4,"Pfizer
4.0","Cambridge","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",63,110,86.5,132.6
"233",285,"Data Scientist","$63K-$105K (Glassdoor est.)",4.3,"SMC 3
4.3","Louisville","KY","Louisville","Logistics & Supply Chain","Transportation & Logistics",63,105,84,91.6
"234",288,"Data & Analytics Consultant (NYC)","$91K-$138K (Glassdoor est.)",4.7,"Systems Evolution Inc.
4.7","New York","NY","New York","Consulting","Business Services",91,138,114.5,128
"235",289,"Senior Scientist - Neuroscience","$100K-$190K (Glassdoor est.)",3.5,"Sunovion
3.5","Marlborough","MA","Worcester","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",100,190,145,113.2
"236",290,"Data Engineer","$62K-$114K (Glassdoor est.)",4.4,"Eventbrite
4.4","Nashville","TN","Nashville","Internet","Information Technology",62,114,88,100.1
"237",291,"Big Data Engineer - Chicago - Future Opportunity","$71K-$129K (Glassdoor est.)",4.1,"Centro
4.1","Chicago","IL","Chicago","Internet","Information Technology",71,129,100,100.1
"238",292,"Senior Data Analyst","$43K-$80K (Glassdoor est.)",2.9,"National Student Clearinghouse
2.9","Herndon","VA","Washington","Colleges & Universities","Education",43,80,61.5,120.1
"239",293,"Data Scientist","$74K-$119K (Glassdoor est.)",2.5,"comScore
2.5","Portland","OR","Portland, OR","Advertising & Marketing","Business Services",74,119,96.5,116.5
"240",295,"Survey Data Analyst","$55K-$97K (Glassdoor est.)",4.2,"SullivanCotter
4.2","Minneapolis","MN","Minneapolis","Consulting","Business Services",55,97,76,105.4
"241",296,"Data Scientist","$15K-$16K(Employer est.)",3.9,"NPD
3.9","Port Washington","NY","New York","Research & Development","Business Services",15,16,15.5,128
"242",299,"Data Scientist","$61K-$106K (Glassdoor est.)",4.3,"Bakery Agency
4.3","Austin","TX","Austin","Advertising & Marketing","Business Services",61,106,83.5,106.6
"243",300,"Risk and Analytics IT, Data Scientist","$91K-$149K (Glassdoor est.)",2.7,"State of Wisconsin Investment Board
2.7","Madison","WI","Madison","Investment Banking & Asset Management","Finance",91,149,120,99.5
"244",302,"Data Scientist","$127K-$199K (Glassdoor est.)",3.9,"Genentech
3.9","South San Francisco","CA","San Francisco","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",127,199,163,178.6
"245",305,"Lead Health Data Analyst - Front End","$74K-$126K (Glassdoor est.)",3.4,"Blue Cross & Blue Shield of Rhode Island
3.4","Providence","RI","Providence","Insurance Carriers","Insurance",74,126,100,111.5
"246",306,"Research Scientist","$33K-$72K (Glassdoor est.)",3.8,"Boys Town
3.8","Omaha","NE","Omaha","Social Assistance","Non-Profit",33,72,52.5,92.9
"247",307,"Medical Lab Scientist","$17-$24 Per Hour(Glassdoor est.)",3.6,"Tower Health
3.6","West Reading","PA","Reading","Health Care Services & Hospitals","Health Care",35,49,42,96
"248",308,"Junior Data Analyst","$37K-$63K (Glassdoor est.)",3.3,"The HSC Health Care System
3.3","Washington","DC","Washington","Health Care Services & Hospitals","Health Care",37,63,50,120.1
"249",309,"SQL Data Engineer","$67K-$119K (Glassdoor est.)",3.4,"Pro-Sphere Tek
3.4","Austin","TX","Austin","Consulting","Business Services",67,119,93,106.6
"250",310,"Data Scientist","$72K-$117K (Glassdoor est.)",3,"Ameritas Life Insurance Corp
3.0","Cincinnati","OH","Cincinnati","Insurance Agencies & Brokerages","Insurance",72,117,94.5,92.4
"251",311,"Senior Data Scientist","$116K-$185K (Glassdoor est.)",4,"Autodesk
4.0","San Francisco","CA","San Francisco","Computer Hardware & Software","Information Technology",116,185,150.5,178.6
"252",312,"Data Scientist","$78K-$126K (Glassdoor est.)",3.7,"Genworth
3.7","Raleigh","NC","Raleigh","Insurance Carriers","Insurance",78,126,102,99.7
"253",313,"Scientist, Analytical Development","$42K-$82K (Glassdoor est.)",4.4,"Rubius Therapeutics
4.4","Cambridge","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",42,82,62,132.6
"254",314,"Analytics Manager","$59K-$116K (Glassdoor est.)",4.3,"OneMagnify
4.3","Dearborn","MI","Detroit","Advertising & Marketing","Business Services",59,116,87.5,93.2
"255",316,"Clinical Data Scientist","$63K-$105K (Glassdoor est.)",4,"Pfizer
4.0","Groton","CT","New London","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",63,105,84,105.9
"256",317,"Data Scientist","$109K-$177K (Glassdoor est.)",4,"Novetta
4.0","Herndon","VA","Washington","Enterprise Software & Network Solutions","Information Technology",109,177,143,120.1
"257",318,"Sr. Data Scientist, Cyber-Security LT Contract","$116K-$194K (Glassdoor est.)",3.2,"Numeric, LLC
3.2","Phila","PA","Philadelphia","Staffing & Outsourcing","Business Services",116,194,155,103.4
"258",319,"Data Engineer","$48K-$95K (Glassdoor est.)",4.2,"IZEA
4.2","Winter Park","FL","Orlando","Advertising & Marketing","Business Services",48,95,71.5,101.4
"259",320,"Data Scientist","$83K-$133K (Glassdoor est.)",3.9,"Trace Data
3.9","Oakland","CA","San Francisco","Insurance Carriers","Insurance",83,133,108,178.6
"260",322,"Sr. Scientist - Digital & Image Analysis/Computational Pathology","$105K-$198K (Glassdoor est.)",3.7,"Takeda Pharmaceuticals
3.7","San Diego","CA","San Diego","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",105,198,151.5,136.2
"261",323,"Digital Marketing & ECommerce Data Analyst","$31K-$72K (Glassdoor est.)",3.6,"Vionic Group
3.6","San Rafael","CA","San Francisco","Department, Clothing, & Shoe Stores","Retail",31,72,51.5,178.6
"262",324,"Principal Scientist - Immunologist","$98K-$182K (Glassdoor est.)",3.7,"Takeda Pharmaceuticals
3.7","Boston","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",98,182,140,132.6
"263",325,"Senior Data Analyst","$55K-$100K (Glassdoor est.)",2.8,"Dodge Data & Analytics
2.8","Hamilton","NJ","Trenton","IT Services","Information Technology",55,100,77.5,104.3
"264",326,"Insurance Financial Data Analyst","$45K-$82K (Glassdoor est.)",4.2,"Clearwater Analytics
4.2","Boise","ID","Boise City","Investment Banking & Asset Management","Finance",45,82,63.5,100.3
"265",328,"Data Scientist","$83K-$135K (Glassdoor est.)",4,"Tekvalley, Corp.
4.0","San Francisco","CA","San Francisco","IT Services","Information Technology",83,135,109,178.6
"266",330,"Data Scientist","$70K-$122K (Glassdoor est.)",3.5,"BWX Technologies
3.5","Oak Ridge","TN","Knoxville","Aerospace & Defense","Aerospace & Defense",70,122,96,91.6
"267",331,"Principal Data Scientist with over 10 years experience","Employer Provided Salary:$200K-$250K",-1,"CA-One Tech Cloud","San Francisco","CA","San Francisco","IT Services","Information Technology",200,250,225,178.6
"268",332,"Data Engineer","$70K-$132K (Glassdoor est.)",3.2,"PennyMac
3.2","Agoura Hills","CA","Los Angeles","Lending","Finance",70,132,101,140.6
"269",333,"Senior Data Scientist","$73K-$124K (Glassdoor est.)",3.3,"Plymouth Rock Assurance
3.3","Woodbridge","NJ","New York","Insurance Carriers","Insurance",73,124,98.5,128
"270",334,"Data Engineer I - Azure","$54K-$101K (Glassdoor est.)",3.9,"Vermeer
3.9","Pella","IA","Des Moines","Industrial Manufacturing","Manufacturing",54,101,77.5,91.7
"271",335,"Sr. Scientist, Quantitative Translational Sciences","$117K-$206K (Glassdoor est.)",3.7,"Takeda Pharmaceuticals
3.7","Boston","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",117,206,161.5,132.6
"272",337,"MED TECH/LAB SCIENTIST - LABORATORY","$21-$34 Per Hour(Glassdoor est.)",3.6,"Beebe Healthcare
3.6","Lewes","DE","Dover","Health Care Services & Hospitals","Health Care",43,70,56.5,101.3
"273",339,"Sr. Data Scientist II","$111K-$183K (Glassdoor est.)",3.4,"Argo Group US
3.4","New York","NY","New York","Insurance Carriers","Insurance",111,183,147,128
"274",341,"Data Scientist","$68K-$112K (Glassdoor est.)",3.5,"L&T Infotech
3.5","San Ramon","CA","San Jose","IT Services","Information Technology",68,112,90,173.5
"275",342,"Information Security Data Analyst","$42K-$74K (Glassdoor est.)",4.3,"OceanFirst Financial
4.3","Red Bank","NJ","New York","Banks & Credit Unions","Finance",42,74,58,128
"276",344,"Excel / VBA / SQL Data Analyst","$44K-$78K (Glassdoor est.)",4.1,"Associated Electric Cooperative
4.1","Springfield","MO","Springfield, MO","Energy","Oil, Gas, Energy & Utilities",44,78,61,86.7
"277",346,"Machine Learning Research Scientist","$81K-$159K (Glassdoor est.)",2.6,"Software Engineering Institute
2.6","Pittsburgh","PA","Pittsburgh","Colleges & Universities","Education",81,159,120,93.1
"278",347,"Data Scientist","$95K-$161K (Glassdoor est.)",3.6,"Sotheby's
3.6","New York","NY","New York","Auctions & Galleries","Retail",95,161,128,128
"279",348,"Data Scientist","$75K-$124K (Glassdoor est.)",3.5,"First Tech Federal Credit Union
3.5","Hillsboro","OR","Portland, OR","Banks & Credit Unions","Finance",75,124,99.5,116.5
"280",349,"Data Scientist","$72K-$120K (Glassdoor est.)",3.6,"Amrock
3.6","Detroit","MI","Detroit","Real Estate","Real Estate",72,120,96,93.2
"281",350,"Data Scientist","$76K-$126K (Glassdoor est.)",2.3,"Vanda Pharmaceuticals
2.3","Washington","DC","Washington","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",76,126,101,120.1
"282",351,"Senior Data Scientist","$114K-$182K (Glassdoor est.)",3.9,"Zest AI
3.9","Burbank","CA","Los Angeles","Financial Analytics & Research","Finance",114,182,148,140.6
"283",352,"Data Scientist, Senior","$108K-$176K (Glassdoor est.)",4,"Novetta
4.0","Fort Belvoir","VA","Washington","Enterprise Software & Network Solutions","Information Technology",108,176,142,120.1
"284",353,"Senior Data Scientist","$130K-$208K (Glassdoor est.)",4.1,"CK-12 Foundation
4.1","Palo Alto","CA","San Francisco","K-12 Education","Education",130,208,169,178.6
"285",354,"VP, Data Science","$83K-$166K (Glassdoor est.)",3.2,"PennyMac
3.2","Phoenix","AZ","Phoenix","Lending","Finance",83,166,124.5,104.3
"286",355,"Radar Data Analyst","$42K-$76K (Glassdoor est.)",4.7,"DECISIVE ANALYTICS Corporation
4.7","Huntsville","AL","Huntsville, AL","Aerospace & Defense","Aerospace & Defense",42,76,59,91.3
"287",356,"CONSULTANT– DATA ANALYTICS GROUP","$37K-$68K (Glassdoor est.)",4.2,"Opinion Dynamics
4.2","San Diego","CA","San Diego","Consulting","Business Services",37,68,52.5,136.2
"288",357,"Data Engineer","$52K-$99K (Glassdoor est.)",4.6,"Applied Information Sciences
4.6","Houston","TX","Houston","IT Services","Information Technology",52,99,75.5,95.8
"289",358,"Senior Data Scientist","$105K-$173K (Glassdoor est.)",3.7,"Swiss Re
3.7","Armonk","NY","Kingston","Insurance Agencies & Brokerages","Insurance",105,173,139,106.1
"290",362,"Data Engineer, Data Engineering and Artifical Intelligence","$71K-$134K (Glassdoor est.)",3.7,"Takeda Pharmaceuticals
3.7","Cambridge","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",71,134,102.5,132.6
"291",364,"Staff Scientist","$39K-$82K (Glassdoor est.)",4.4,"WK Dickson
4.4","Columbia","SC","Columbia, SC","Architectural & Engineering Services","Business Services",39,82,60.5,91.9
"292",366,"PL Actuarial-Lead Data Scientist","$114K-$179K (Glassdoor est.)",3.7,"The Hanover Insurance Group
3.7","Worcester","MA","Worcester","Insurance Carriers","Insurance",114,179,146.5,113.2
"293",367,"Associate Scientist/Scientist, Process Analytical Technology - Small Molecule Analytical Chemistry","$88K-$162K (Glassdoor est.)",3.9,"Genentech
3.9","South San Francisco","CA","San Francisco","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",88,162,125,178.6
